,listing_id,counteng,pos,neg,zero,wordcount,charcount,sentiment,count
274,1264217,12,1.0,0.0,0.0,65.25,361.75,0.4046291611552028,3
275,1275498,14,1.0,0.0,0.0,127.92857142857143,707.8571428571429,0.3755202870908422,12
276,1277618,5,1.0,0.0,0.0,57.8,341.6,0.4229968253968255,15
277,1301500,13,1.0,0.0,0.0,74.15384615384616,414.2307692307692,0.4066736888952798,5
278,1303261,19,1.0,0.0,0.0,117.84210526315789,653.7368421052631,0.4109558072216742,13
279,1321422,182,0.989010989010989,0.005494505494505495,0.005494505494505495,62.07142857142857,341.2637362637363,0.4216011520674111,19
280,1322461,74,0.9864864864864865,0.0,0.013513513513513514,68.9054054054054,382.7432432432432,0.38915328496997476,194
281,1327725,126,1.0,0.0,0.0,61.72222222222222,345.1111111111111,0.3974313386739985,75
282,1329627,2,1.0,0.0,0.0,102.0,527.0,0.2011904761904762,132
283,1332786,102,0.9803921568627451,0.00980392156862745,0.00980392156862745,67.3529411764706,366.45098039215685,0.3881706905611862,2
