"","id","thumbnail_url","medium_url","picture_url","xl_picture_url","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","zipcode","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","requires_license","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","downtown","kitchen","restaurants","laundry","harvard","bus","subway","airport","nosmoking","amenities_list","amenity_counts","TV","Wireless.Internet","Kitchen","Free.Parking.on.Premises","Pets.live.on.this.property","Dogs","Heating","FamilyKid.Friendly","Washer","Dryer","Smoke.Detector","Fire.Extinguisher","Essentials","Shampoo","Laptop.Friendly.Workspace","Internet","Air.Conditioning","Pets.Allowed","Carbon.Monoxide.Detector","Lock.on.Bedroom.Door","Hangers","Hair.Dryer","Iron","Cable.TV","First.Aid.Kit","Safety.Card","Gym","Breakfast","Indoor.Fireplace","Cats","X24Hour.Checkin","Hot.Tub","BuzzerWireless.Intercom","Other.pets","Washer..Dryer","Smoking.Allowed","Suitable.for.Events","Wheelchair.Accessible","Elevator.in.Building","Pool","Doorman","Paid.Parking.Off.Premises","Free.Parking.on.Street","avgprice","pricevar","counteng","pos","neg","zero","wordcount","charcount","sentiment","count"
"21",13589,0,0,1,0,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Back Bay","02116",1,"Apartment","Entire home/apt",6,2,3,3,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",0,0,1,0,3,120,5,24,36,308,52,88,8,9,10,9,10,9,0,0,"super_strict_30",0,1,79,0.67,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Wireless Internet, Air Conditioning, Kitchen, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer",10,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,451.097402597403,8779.91882059305,51,0.980392156862745,0,0.0196078431372549,55.5294117647059,311.450980392157,0.372339852049239,13
"22",13592,0,0,1,0,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Back Bay","02116",1,"Apartment","Entire home/apt",4,1.5,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",0,0,1,0,2,120,19,49,79,354,15,71,7,9,10,9,10,7,0,0,"super_strict_30",0,1,79,0.21,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Elevator in Building, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer",12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,377.994350282486,6821.67702181463,15,1,0,0,86.6,478.8,0.334202222122014,52
"23",18711,1,1,1,1,"within a day",73,91,0,1,1,10,10,5,1,1,"Dorchester","02125",1,"Apartment","Entire home/apt",6,1,3,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials}",500,175,3,10,6,89,11,41,62,337,17,88,9,9,9,9,9,9,0,0,"strict",0,0,10,0.22,1,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Smoke Detector, Fire Extinguisher, Essentials",13,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,169.890207715134,6994.14564787338,17,0.941176470588235,0,0.0588235294117647,82.1176470588235,451.647058823529,0.324088372061344,15
"24",20000,1,1,1,1,"within an hour",99,100,0,1,1,3,3,5,1,1,"East Boston","02128",1,"House","Private room",2,1,1,1,"Real Bed","{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly""}",0,0,1,15,1,730,13,36,66,341,271,86,9,9,9,9,9,9,0,1,"moderate",0,0,2,3.44,0,0,0,0,0,0,0,0,0,"Cable TV, Wireless Internet, Kitchen, Free Parking on Premises, Pets Allowed, Pets live on this property, Dogs, Heating, FamilyKid Friendly",9,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,252,0.98015873015873,0.00793650793650794,0.0119047619047619,61.734126984127,329.940476190476,0.368670044456582,17
"25",21337,1,1,1,1,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Back Bay","02116",1,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",0,200,4,0,4,730,29,59,89,364,11,86,9,9,10,10,10,8,0,0,"super_strict_30",0,1,79,0.15,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Elevator in Building, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer, Essentials",13,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,329,0,10,1,0,0,91.6,523.2,0.259418443549396,271
"26",21891,0,0,1,0,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Downtown","02111",1,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers}",0,200,1,0,3,365,29,59,89,364,21,94,9,9,9,9,10,9,0,0,"super_strict_30",0,1,79,0.32,1,0,0,0,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Wheelchair Accessible, Pool, Kitchen, Pets Allowed, Doorman, Gym, Elevator in Building, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Hangers",21,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,356.554945054945,321.553446553447,21,0.904761904761905,0,0.0952380952380952,42.5714285714286,249,0.406348075205218,11
"27",22208,0,0,1,0,"within a few hours",89,45,0,1,1,558,558,4,1,1,"South End","02118",1,"Apartment","Entire home/apt",2,1,NA,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer}",0,0,2,0,3,365,24,54,82,357,4,90,10,9,10,10,9,9,0,0,"super_strict_30",0,1,79,0.05,0,0,0,1,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, Washer, Dryer",9,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.988795518207,1462.78077298335,4,1,0,0,33.5,187.75,0.425395021645022,21
"28",22212,1,1,1,1,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Back Bay","02115",1,"Apartment","Entire home/apt",5,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly""}",0,0,1,0,2,365,27,54,79,348,23,84,9,9,10,9,10,8,0,0,"super_strict_30",0,1,79,0.34,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, FamilyKid Friendly",8,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.201149425287,11159.8441485309,19,0.947368421052632,0.0526315789473684,0,56.6842105263158,322.052631578947,0.423001621591534,4
"29",22354,1,1,1,1,"within a few hours",100,96,0,1,1,5,5,4,1,1,"South End","02116",1,"Bed & Breakfast","Private room",1,NA,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector""}",0,10,1,12,1,90,6,34,61,336,215,88,9,8,9,9,10,9,0,0,"moderate",0,0,5,3.46,0,0,0,0,0,0,0,0,0,"Internet, Wireless Internet, Air Conditioning, Heating, Smoke Detector",5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,206,0.985436893203884,0.0145631067961165,0,70.6553398058252,387.072815533981,0.368674966369308,23
"30",23619,1,1,1,1,"within an hour",100,86,0,1,1,6,6,5,1,1,"Beacon Hill","02108",1,"Apartment","Entire home/apt",2,1,NA,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,50,2,0,4,365,2,8,8,252,127,92,9,9,10,10,10,9,0,1,"strict",0,0,1,1.67,1,0,0,1,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Wheelchair Accessible, Kitchen, Doorman, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",22,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,178.015873015873,57.0037311073172,120,0.966666666666667,0.00833333333333333,0.025,75.825,421.591666666667,0.377953223899452,215
"31",24240,1,1,1,1,"within a day",100,94,0,1,1,1,1,3,1,0,"North End","02109",1,"Boat","Entire home/apt",6,2,2,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Family/Kid Friendly"",Essentials}",0,0,2,50,1,30,6,12,12,251,37,95,10,9,10,10,10,9,0,0,"strict",0,0,1,0.52,0,0,0,0,0,0,0,0,0,"Internet, Wireless Internet, Air Conditioning, Kitchen, Breakfast, FamilyKid Friendly, Essentials",7,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,37,1,0,0,75.8918918918919,413.054054054054,0.4754245184859,127
"32",25142,1,1,1,1,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Fenway","02215",1,"Apartment","Entire home/apt",4,NA,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",0,150,1,0,3,730,29,59,89,364,9,88,9,10,9,9,9,9,0,0,"super_strict_30",0,1,79,0.12,0,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Air Conditioning, Wheelchair Accessible, Kitchen, Pets Allowed, Doorman, Gym, Elevator in Building, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials",18,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,356.554945054945,321.553446553446,7,0.857142857142857,0,0.142857142857143,46.8571428571429,271.714285714286,0.313145743145743,37
"33",25418,0,0,1,0,"within a few hours",89,45,0,1,1,558,558,4,1,1,"West End","02114",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",0,200,1,0,3,730,29,59,89,364,4,95,8,9,8,8,8,8,0,0,"super_strict_30",0,1,79,0.06,0,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Air Conditioning, Wheelchair Accessible, Pool, Kitchen, Pets Allowed, Gym, Elevator in Building, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials",18,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,256.554945054945,321.553446553446,4,1,0,0,25.5,157,0.369479166666667,9
"34",27141,0,0,1,0,"within a few hours",89,45,0,1,1,558,558,4,1,1,"South End","02118",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",0,0,1,0,2,120,24,54,84,359,4,84,8,8,8,10,9,8,0,0,"super_strict_30",0,1,79,0.06,0,0,0,1,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, FamilyKid Friendly, Washer, Dryer, Essentials",11,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.194986072423,2150.61550551658,4,1,0,0,61.5,354.75,0.243429292929293,4
"35",27611,1,1,1,1,"within an hour",100,100,0,1,1,1,1,4,1,1,"Jamaica Plain","02130",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",200,50,2,0,3,365,18,43,73,73,8,86,9,10,10,10,10,9,0,0,"strict",0,0,1,0.29,0,0,0,0,0,1,0,0,0,"Wireless Internet, Kitchen, Heating, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",14,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,6,0.833333333333333,0,0.166666666666667,62.1666666666667,347,0.243255861056544,4
"36",28150,0,0,1,0,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Back Bay","02116",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",0,0,1,0,2,120,21,51,81,356,21,81,8,8,9,9,10,8,0,0,"super_strict_30",0,1,79,0.36,0,0,0,1,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Pets Allowed, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer",12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,270.51404494382,2775.60825288811,20,1,0,0,90.75,488.55,0.335629816067956,8
"37",29155,0,0,1,0,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Back Bay","02116",1,"Apartment","Entire home/apt",6,1.5,3,3,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",0,0,1,0,3,120,5,25,44,311,31,89,8,9,10,10,10,9,0,0,"super_strict_30",0,1,79,0.6,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Wireless Internet, Air Conditioning, Kitchen, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Essentials",12,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,470.832797427653,7829.28808214918,31,0.967741935483871,0,0.032258064516129,78.4516129032258,428.032258064516,0.344253149184722,21
"38",29765,1,1,1,1,"within an hour",100,100,0,1,1,4,4,3,1,0,"Charlestown","02129",1,"House","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",0,25,2,25,2,21,2,12,36,269,90,99,10,10,10,10,10,10,0,0,"strict",0,0,3,1.17,0,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Breakfast, Indoor Fireplace, Heating, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Fire Extinguisher, Essentials, Shampoo, Hangers, Hair Dryer, Iron",18,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.252788104089,785.749292570603,88,0.943181818181818,0,0.0568181818181818,77.5568181818182,436.75,0.393743201726769,31
"39",31796,1,1,1,1,"within an hour",100,100,0,1,1,11,11,5,1,1,"Dorchester","02122",1,"House","Private room",4,2.5,1,2,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",100,15,1,15,1,365,2,18,43,318,291,87,9,9,9,9,8,9,0,1,"strict",0,1,9,3.83,0,0,0,0,0,0,0,1,0,"Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Essentials, Shampoo",15,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0283018867925,0.103297422772454,258,0.953488372093023,0.0310077519379845,0.0155038759689922,56.4612403100775,306.31007751938,0.335187543647849,90
"40",36885,1,1,1,1,"within a few hours",100,83,1,1,1,1,1,4,1,0,"Fenway","02215",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",0,85,2,0,5,30,0,2,22,53,125,97,10,10,10,10,10,9,0,0,"strict",1,1,1,1.67,0,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Elevator in Building, Heating",8,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,155,0,124,1,0,0,76.3548387096774,426.120967741935,0.351327441032484,291
"41",38579,0,0,1,0,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Downtown","02114",1,"Apartment","Entire home/apt",4,2,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers}",0,200,1,0,5,730,29,59,89,364,4,87,8,9,10,9,9,9,0,0,"super_strict_30",0,1,79,0.08,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Pool, Kitchen, Pets Allowed, Gym, Elevator in Building, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Hangers",17,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,303.532967032967,115.759240759241,3,1,0,0,37.3333333333333,194,0.446119929453263,125
"42",39116,1,1,1,1,"within a day",70,91,0,1,1,1,1,4,1,1,"Fenway","02215",1,"Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",100,25,1,25,1,365,0,0,0,251,46,97,10,10,10,10,10,10,0,0,"strict",0,0,1,0.62,0,0,0,0,0,1,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Breakfast, Pets live on this property, Dogs, Elevator in Building, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",20,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100.270916334661,52.4943107569719,45,0.977777777777778,0,0.0222222222222222,70.8666666666667,387.355555555556,0.455476102126405,4
"43",40601,1,1,1,1,"within a few hours",90,100,1,1,1,1,1,4,1,1,"Jamaica Plain","02130",1,"House","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,0,1,20,4,180,0,0,0,259,55,100,10,10,10,10,10,10,0,0,"moderate",1,1,1,0.75,1,0,0,1,0,1,1,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Pets live on this property, Dogs, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Fire Extinguisher, Essentials, Shampoo, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",23,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,52,1,0,0,100.076923076923,548.346153846154,0.369171138859768,46
"44",44205,1,1,1,1,"within an hour",100,100,0,1,1,4,4,3,1,0,"Charlestown","02129",0,"House","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Breakfast,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",0,25,2,25,2,21,6,19,37,264,76,99,10,10,10,10,10,10,0,0,"strict",0,0,3,1.04,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Breakfast, Indoor Fireplace, Heating, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials, Shampoo, Hangers, Hair Dryer, Iron",16,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.704545454545,375.265986864846,73,0.972602739726027,0,0.0273972602739726,82.0958904109589,464.054794520548,0.404619838146379,55
"45",45987,1,1,1,1,"within an hour",100,88,0,1,1,2,2,5,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",3,0,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",0,100,1,50,3,180,30,60,90,365,98,92,9,9,9,9,10,9,0,0,"strict",1,1,2,1.33,0,0,0,0,0,0,0,0,1,"Wireless Internet, Air Conditioning, Kitchen, Pets live on this property, Cats, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Shampoo",13,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,98,0.969387755102041,0.0102040816326531,0.0204081632653061,65.3979591836735,362.65306122449,0.410029161801492,76
"46",47521,1,1,1,1,"within an hour",100,100,0,1,1,11,11,5,1,1,"Dorchester","02122",1,"House","Private room",3,2.5,1,3,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door""}",100,15,1,15,1,365,5,8,38,313,241,88,9,9,9,9,8,9,0,1,"strict",0,1,9,3.3,0,0,1,0,0,0,0,1,0,"Cable TV, Internet, Wireless Internet, Kitchen, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Essentials, Shampoo, Lock on Bedroom Door",14,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,219,0.968036529680365,0.0136986301369863,0.0182648401826484,55.6666666666667,302.497716894977,0.393721804437535,98
