"","id","thumbnail_url","medium_url","picture_url","xl_picture_url","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","zipcode","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","requires_license","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","downtown","kitchen","restaurants","laundry","harvard","bus","subway","airport","nosmoking","amenities_list","amenity_counts","TV","Wireless.Internet","Kitchen","Free.Parking.on.Premises","Pets.live.on.this.property","Dogs","Heating","FamilyKid.Friendly","Washer","Dryer","Smoke.Detector","Fire.Extinguisher","Essentials","Shampoo","Laptop.Friendly.Workspace","Internet","Air.Conditioning","Pets.Allowed","Carbon.Monoxide.Detector","Lock.on.Bedroom.Door","Hangers","Hair.Dryer","Iron","Cable.TV","First.Aid.Kit","Safety.Card","Gym","Breakfast","Indoor.Fireplace","Cats","X24Hour.Checkin","Hot.Tub","BuzzerWireless.Intercom","Other.pets","Washer..Dryer","Smoking.Allowed","Suitable.for.Events","Wheelchair.Accessible","Elevator.in.Building","Pool","Doorman","Paid.Parking.Off.Premises","Free.Parking.on.Street","avgprice","pricevar","counteng","pos","neg","zero","wordcount","charcount","sentiment","count"
"1022",6323935,1,1,1,1,"within an hour",100,95,0,1,1,4,4,4,1,1,"Back Bay","02115",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,60,1,0,1,1125,3,19,19,260,82,96,9,10,10,10,10,9,0,0,"moderate",0,0,4,5.34,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",23,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,281.330769230769,24347.8901692902,79,1,0,0,50.4683544303797,284.088607594937,0.389449766544575,74
"1023",6324649,1,1,1,1,"within an hour",90,100,0,1,1,1,1,5,1,1,"Fenway","02115",1,"Apartment","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",0,20,1,25,1,1125,0,8,34,307,54,88,9,9,9,9,10,9,0,1,"strict",0,0,1,3.58,0,0,0,0,0,1,0,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Laptop Friendly Workspace",16,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101.99674267101,6.55227693683337,51,0.862745098039216,0.0196078431372549,0.117647058823529,65.4509803921569,354.019607843137,0.362870774954416,56
"1024",6326257,0,0,1,0,"within an hour",100,99,1,1,1,15,15,6,1,1,"Beacon Hill","02114",1,"Apartment","Entire home/apt",5,1.5,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",425,125,4,40,3,45,14,41,65,340,62,98,10,10,10,10,10,10,0,1,"strict",0,0,15,4.08,0,1,0,0,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",19,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,595.979238754325,7201.03428969627,58,1,0,0,65.0689655172414,363.706896551724,0.43199740509117,47
"1025",6337106,1,1,1,1,"within an hour",100,99,0,1,1,3,3,3,1,0,"East Boston","02128",0,"Apartment","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector""}",0,0,1,0,1,1125,4,31,61,336,184,88,9,9,9,9,9,9,0,0,"moderate",0,0,3,11.48,0,0,0,0,0,0,0,0,0,"Wireless Internet, Air Conditioning, Kitchen, Pets live on this property, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector",10,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.5,43.8805970149254,169,0.952662721893491,0.0177514792899408,0.029585798816568,43.3254437869822,228.07100591716,0.382787032418682,46
"1026",6343532,1,1,1,1,"within an hour",100,100,0,1,1,1,1,4,1,1,"Brighton","02135",0,"Apartment","Entire home/apt",6,1,2,2,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,0,6,20,2,1125,8,21,44,319,63,91,10,8,10,10,9,9,0,1,"moderate",0,0,1,4.06,0,0,0,0,0,0,0,0,1,"TV, Wireless Internet, Air Conditioning, Kitchen, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, Essentials, Hair Dryer, Iron, Laptop Friendly Workspace",12,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.094043887147,16382.2930147276,60,0.966666666666667,0.0166666666666667,0.0166666666666667,42.75,232.366666666667,0.368385148698336,18
"1027",6347026,1,1,1,1,"within an hour",100,95,1,1,1,1,1,4,1,1,"South Boston","02127",1,"Townhouse","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",0,0,1,0,1,1125,0,4,18,285,100,98,10,10,10,10,9,10,0,0,"moderate",0,0,1,6.32,0,0,0,0,0,0,1,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials, Shampoo",17,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,95,0.968421052631579,0,0.0315789473684211,62.8315789473684,348.263157894737,0.394766394505606,82
"1028",6356533,1,1,1,1,"within a few hours",96,68,0,1,1,313,313,6,1,1,"Fenway","02215",1,"Apartment","Entire home/apt",5,2,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,100,1,0,3,1125,19,42,65,65,14,90,9,10,10,9,10,9,0,0,"moderate",0,1,61,1.11,0,0,0,0,1,1,1,1,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Gym, Elevator in Building, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",22,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,401.769230769231,2620.33653846154,10,0.9,0.1,0,68.6,376.5,0.360865740740741,184
"1029",6364042,1,1,1,1,"within a day",100,56,0,1,1,3,3,5,1,1,"Jamaica Plain","02119",1,"House","Private room",2,2.5,1,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",100,15,1,0,1,1125,7,26,56,331,17,92,9,9,9,10,9,9,0,0,"flexible",0,0,3,1.32,0,0,1,0,0,1,0,1,1,"Cable TV, Internet, Wireless Internet, Kitchen, Pets live on this property, Cats, Heating, FamilyKid Friendly, Suitable for Events, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Essentials",13,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,65.0906344410876,0.900851414446581,13,0.923076923076923,0,0.0769230769230769,57.7692307692308,312.384615384615,0.374238571613572,63
"1030",6377998,1,1,1,1,"within a day",100,56,0,1,1,3,3,5,1,1,"Jamaica Plain","02119",1,"House","Entire home/apt",12,2.5,4,7,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",200,75,9,25,1,1125,9,24,54,327,19,97,10,10,10,10,9,9,0,0,"flexible",0,0,3,1.44,0,1,1,1,0,1,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Pets Allowed, Breakfast, Pets live on this property, Indoor Fireplace, Heating, FamilyKid Friendly, Suitable for Events, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Essentials, Shampoo, Hair Dryer, Iron, Laptop Friendly Workspace",25,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,479.449541284404,16.2604829177689,19,0.947368421052632,0,0.0526315789473684,46.4210526315789,252.578947368421,0.376940711152882,8
"1031",6378076,1,1,1,1,"within a few hours",100,95,0,1,1,2,2,4,1,1,"Charlestown","02129",1,"Condominium","Entire home/apt",3,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,85,1,0,1,1125,0,0,0,246,23,90,9,9,10,10,9,9,0,0,"strict",0,0,1,1.53,1,0,0,1,0,0,0,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Pets Allowed, Heating, FamilyKid Friendly, Suitable for Events, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo",16,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,180,0,23,1,0,0,62.0869565217391,336.695652173913,0.412095612197988,4
"1032",6390634,1,1,1,1,"within an hour",100,100,1,1,1,2,2,4,1,1,"Jamaica Plain","02130",1,"Condominium","Private room",2,1.5,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}",0,20,1,10,3,1125,0,7,8,8,41,100,10,10,10,10,10,10,0,0,"moderate",0,0,2,2.57,0,0,0,0,0,1,0,1,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Breakfast, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hair Dryer, Iron",19,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,35,1,0,0,75.8571428571429,420.714285714286,0.390134976330174,14
"1033",6401859,1,1,1,1,"within a few hours",100,95,1,1,1,1,1,6,1,1,"Hyde Park","02136",1,"Loft","Entire home/apt",4,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Laptop Friendly Workspace""}",200,28,2,22,1,1125,8,16,46,46,27,97,10,10,10,10,9,10,0,0,"moderate",0,0,1,4.43,0,0,0,0,0,0,0,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Laptop Friendly Workspace",17,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,0,23,1,0,0,49.4347826086956,271,0.433929085105716,19
"1034",6409811,0,0,1,0,"within a day",75,74,0,1,1,1,1,6,1,1,"Fenway","02215",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",""translation missing: en.hosting_amenity_50""}",0,50,1,0,2,10,17,42,72,347,33,87,9,8,10,9,10,9,0,0,"moderate",0,0,1,2.1,0,1,1,0,0,1,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, 24Hour Checkin",15,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,185.35446685879,322.241042128233,32,0.96875,0,0.03125,48.0625,271.9375,0.385813161307585,23
"1035",6410674,1,1,1,1,"within an hour",100,89,1,1,1,2,2,5,1,1,"Beacon Hill","02114",1,"Apartment","Private room",1,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",300,30,1,30,2,35,10,37,67,67,59,95,9,9,10,10,10,9,0,0,"strict",1,1,2,3.77,0,1,1,0,0,1,0,1,1,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, BuzzerWireless Intercom, Heating, Washer, Dryer, Smoke Detector, First Aid Kit, Safety Card, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",19,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,168.805970149254,270.522388059702,58,1,0,0,44.6724137931034,247.413793103448,0.413015901748597,41
"1036",6425318,1,1,1,1,"within a few hours",100,89,1,1,1,4,4,4,1,1,"Jamaica Plain","02130",1,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",0,10,1,20,1,1125,0,0,13,288,8,95,9,9,10,10,9,9,0,0,"strict",0,0,4,0.52,1,0,1,1,0,1,0,1,0,"Wireless Internet, Kitchen, Free Parking on Premises, Breakfast, Pets live on this property, Cats, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Fire Extinguisher, Essentials",12,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,7,1,0,0,72.7142857142857,393.142857142857,0.464678399642685,2
"1037",6426364,1,1,1,1,"within a few hours",100,75,0,1,1,11,11,4,1,1,"South End","02118",1,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",0,125,1,0,1,1125,4,18,48,323,25,95,10,10,10,10,10,9,0,0,"strict",0,0,6,1.66,0,0,0,0,0,1,1,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher",14,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,199.38080495356,189.832798107802,24,1,0,0,49.0416666666667,270.875,0.461433178511304,27
"1038",6432655,0,0,1,0,"within a day",60,43,0,1,1,1,1,3,1,0,"Beacon Hill","02114",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Shampoo}",0,70,2,0,30,90,0,0,11,204,34,91,9,9,9,9,10,9,0,0,"flexible",0,0,1,2.24,0,1,1,0,0,0,0,0,0,"Internet, Wireless Internet, Air Conditioning, Kitchen, BuzzerWireless Intercom, Heating, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Shampoo",10,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,156.073529411765,91.1029411764703,32,0.96875,0,0.03125,67.375,378.21875,0.348859330309714,33
"1039",6436334,1,1,1,1,"within a few hours",100,64,0,1,1,1,1,4,1,1,"East Boston","02128",1,"Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",0,0,1,0,1,1125,25,55,85,360,31,85,9,9,9,9,9,9,0,0,"moderate",0,0,1,1.97,0,0,0,0,0,0,0,0,0,"Internet, Wireless Internet, Kitchen, Breakfast, Pets live on this property, Dogs, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo",18,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150,0,29,0.96551724137931,0.0344827586206897,0,61.7931034482759,332.310344827586,0.370543674104961,59
"1040",6444138,1,1,1,1,"within a few hours",96,68,0,1,1,313,313,6,1,1,"Fenway","02215",1,"Apartment","Entire home/apt",5,2,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,100,1,0,3,1125,30,60,86,86,3,93,10,10,10,10,9,9,0,0,"moderate",0,1,61,0.21,0,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Pool, Kitchen, Gym, Elevator in Building, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",23,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,512.837209302326,4360.39671682627,2,1,0,0,23,135,0.612825396825397,8
"1041",6444148,0,0,1,0,"within a day",92,76,1,1,1,2,2,5,1,1,"Beacon Hill","02114",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",100,0,1,0,1,40,1,4,27,302,24,93,9,10,10,9,10,9,0,0,"strict",0,0,2,1.73,0,0,0,0,0,0,0,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",15,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174.745033112583,2597.15404501552,21,1,0,0,34.6666666666667,198.428571428571,0.458108506100853,3
"1042",6444303,1,1,1,1,"within an hour",100,94,1,1,1,6,6,4,1,1,"South End","02118",1,"Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",150,45,2,100,2,87,1,1,7,7,21,99,10,10,10,10,10,9,0,0,"strict",1,1,6,1.37,0,1,0,0,0,0,0,0,0,"TV, Cable TV, Wireless Internet, Air Conditioning, Kitchen, Heating, Suitable for Events, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Safety Card, Fire Extinguisher, Essentials, Shampoo",15,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,163.857142857143,136.47619047619,20,1,0,0,63.55,346.9,0.51921403568,25
"1043",6445917,1,1,1,1,"within a few hours",100,88,1,1,1,1,1,4,1,1,"Beacon Hill","02114",1,"Apartment","Entire home/apt",2,1,0,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",0,55,2,50,1,1125,3,3,3,3,24,98,10,10,10,10,10,9,0,0,"strict",0,0,1,1.76,0,0,1,0,0,0,0,0,1,"Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, BuzzerWireless Intercom, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",19,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,220,0,23,1,0,0,59.9130434782609,328.95652173913,0.417761899433095,34
"1044",6452246,1,1,1,1,"within an hour",100,97,1,1,1,2,2,6,1,1,"Chinatown","02111",1,"Apartment","Private room",2,2,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",200,20,1,0,1,31,4,15,15,15,80,98,10,10,10,10,10,10,0,0,"strict",0,0,2,6.42,1,0,0,0,0,1,1,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, BuzzerWireless Intercom, Heating, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, Lock on Bedroom Door, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",21,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,170.333333333333,40.952380952381,79,1,0,0,68.0886075949367,378.746835443038,0.434001085959104,3
